2019/10/kannur___vineesh-murder-case-life-sentence-for-pupular-front-worker-235051.txt|http://malayalam.oneindia.com/news/kannur/vineesh-murder-case-life-sentence-for-pupular-front-worker-235051.html|വിനീഷ് വധം: പോപ്പുലര്‍ ഫ്രണ്ട് പ്രവര്‍ത്തകന് ജീവപര്യന്തം തടവും പിഴയും|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/india___man-digs-pit-to-bury-daughter-finds-baby-buried-alive-235159.txt|http://malayalam.oneindia.com/news/india/man-digs-pit-to-bury-daughter-finds-baby-buried-alive-235159.html|മകളെ അടക്കാന്‍ കുഴിയെടുത്തപ്പോള്‍ മണ്‍കുടം; തുറന്നപ്പോള്‍ പെണ്‍കുഞ്ഞ്, ചുരുളഴിക്കാന്‍ പോലീസ്|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2019/10/kannur___main-acused-in-panoor-drug-case-surrenderes-before-police-235052.txt|http://malayalam.oneindia.com/news/kannur/main-acused-in-panoor-drug-case-surrenderes-before-police-235052.html|പാനൂരിലെ മയക്കുമരുന്ന് വേട്ട: മുഖ്യപ്രതി പോലീസ് വലയില്‍, അറസ്റ്റിലായത് കോഴിക്കോട് സ്വദേശികൾ!!!|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/india___gas-cylinder-explosion-building-collapse-and-10-deaths-235153.txt|http://malayalam.oneindia.com/news/india/gas-cylinder-explosion-building-collapse-and-10-deaths-235153.html|യുപിയിൽ ഗ്യാസ് സിലിണ്ടര്‍ പൊട്ടിത്തെറിച്ച് വൻ ദുരന്തം... രണ്ടുനില കെട്ടിടം തകർന്നു; 10 മരണം|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2019/10/kerala___koodathai-murder-police-questioned-shaju-s-brother-sheena-235166.txt|http://malayalam.oneindia.com/news/kerala/koodathai-murder-police-questioned-shaju-s-brother-sheena-235166.html|ജോളിയുടെ ക്രിമിനൽ അതിബുദ്ധി, ആൽഫൈന് വിഷം കൊടുക്കാൻ ഷീനയെ ഉപയോഗിച്ചു!|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/10/kerala___koodathai-murder-police-to-inquire-jollys-nit-relation-235162.txt|http://malayalam.oneindia.com/news/kerala/koodathai-murder-police-to-inquire-jollys-nit-relation-235162.html|എന്‍ഐടിയിലേക്കെന്ന് പറഞ്ഞ് ജോളി 14 വര്‍ഷം പോയത് എങ്ങോട്ട്? പുതിയ വെളിപ്പെടുത്തലുകള്‍|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/10/kannur___private-agency-doing-mri-scanning-in-kannur-government-medical-collage-235091.txt|http://malayalam.oneindia.com/news/kannur/private-agency-doing-mri-scanning-in-kannur-government-medical-collage-235091.html|സര്‍ക്കാര്‍ ഏറ്റെടുത്തിട്ടും കണ്ണൂര്‍ ഗവ. മെഡിക്കല്‍ കോളജില്‍ സ്‌കാനിങ് നടത്തുന്നത് സ്വകാര്യ ഏജൻസി|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/india___ganguly-set-to-be-next-bcci-president-amit-shah-s-son-jay-will-be-secretary-235155.txt|http://malayalam.oneindia.com/news/india/ganguly-set-to-be-next-bcci-president-amit-shah-s-son-jay-will-be-secretary-235155.html|ഗാംഗുലി ബിസിസിഐ പ്രസിഡന്റാകും; അമിത് ഷായുടെ മകന്‍ സെക്രട്ടറി, കൂടെ മലയാളിയും|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2019/10/kerala___koodathai-murder-jolly-owned-flat-near-nit-campus-235130.txt|http://malayalam.oneindia.com/news/kerala/koodathai-murder-jolly-owned-flat-near-nit-campus-235130.html|എൻഐടി ക്യാംപസ്സിനടുത്ത് ജോളിക്ക് ഫ്ളാറ്റ്, ദുരൂഹം! 4 ഫോണുകൾ, ജില്ലയ്ക്ക് അകത്തും പുറത്തും ബന്ധങ്ങൾ|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/10/international___america-to-deploy-more-troops-in-saudi-arabia-235071.txt|http://malayalam.oneindia.com/news/international/america-to-deploy-more-troops-in-saudi-arabia-235071.html|അരാംകോ ആക്രമണത്തിൽ ഭയപ്പാട്; സൗദിയിലേക്ക് 3,000 അമേരിക്കന്‍ സൈനികരും പടക്കോപ്പുകളും എത്തുന്നു|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ലോകം|
2019/10/india___actress-swara-bhaskar-says-she-lost-4-brands-after-campaigning-for-election-235158.txt|http://malayalam.oneindia.com/news/india/actress-swara-bhaskar-says-she-lost-4-brands-after-campaigning-for-election-235158.html|കനയ്യയ്ക്ക് വേണ്ടി പ്രചാരണത്തിനിറങ്ങി, 4 ബ്രാൻഡുകളും മൂന്ന് പരിപാടികളും തന്നെ ഒഴിവാക്കിയെന്ന് സ്വര!|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2019/10/india___hal-employees-on-strike-over-wage-revision-from-monday-235164.txt|http://malayalam.oneindia.com/news/india/hal-employees-on-strike-over-wage-revision-from-monday-235164.html|വേതന പരിഷ്‌കരണത്തെച്ചൊല്ലി എച്ച്എഎല്‍ ജീവനക്കാര്‍ അനിശ്ചിതകാല പണിമുടക്കില്‍|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2018/12/yearly-predictions___2019-yearly-predictions-213605.txt|http://malayalam.oneindia.com/astrology/yearly-predictions/2019-yearly-predictions-213605.html|2019 നിങ്ങൾക്ക് എങ്ങനെ? പ്രസിദ്ധ ജ്യോതിഷി അനിൽ പെരുന്നയുടെ പ്രവചനം വായിക്കാം...!!|വണ്‍ഇന്ത്യ,ജ്യോതിഷം,Yearly predictions|
2019/10/daily-predictions___today-s-horoscope-155905.txt|http://malayalam.oneindia.com/astrology/daily-predictions/today-s-horoscope-155905.html|മീനം രാശിക്കാര്‍‍ക്ക്, സന്താനങ്ങളുടെ ഭാവിയെ ഓര്‍ത്ത് മനസ് ഉത്കണ്ഠപ്പെടും... ഇന്നത്തെ രാശിഫലം|വണ്‍ഇന്ത്യ,ജ്യോതിഷം,Daily predictions|
2019/10/kannur___jail-construction-in-koothuparambu-235094.txt|http://malayalam.oneindia.com/news/kannur/jail-construction-in-koothuparambu-235094.html|കൂത്ത്പറമ്പ് സബ് ജയില്‍ നിര്‍മാണം തുടങ്ങുമെന്ന് ജയില്‍ ഡിജിപി; 10 ദിവസത്തിനകം പണി തുടങ്ങും|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/feature___mathrubhumi-daily-published-article-on-gandhi-written-by-rss-chief-234497.txt|http://malayalam.oneindia.com/feature/mathrubhumi-daily-published-article-on-gandhi-written-by-rss-chief-234497.html|ഗാന്ധിയെ സ്വന്തമാക്കുന്ന സംഘപരിവാർ,മോഹൻ ഭാഗവതിന്റെ 'ഗാന്ധി സ്തുതി'യുമായി കുട പിടിച്ച് മാതൃഭൂമി!|വണ്‍ഇന്ത്യ,ഫീച്ചര്‍|
2019/10/kerala___koodathai-murder-jolly-s-classmates-remembering-her-college-235118.txt|http://malayalam.oneindia.com/news/kerala/koodathai-murder-jolly-s-classmates-remembering-her-college-235118.html|മൂന്നോളം പ്രണയങ്ങൾ, സിനിമ കാണലും മറ്റുമായി കറക്കം, ഡിഗ്രി പോലുമില്ല, ജോളിയെ ഓർത്ത് സഹപാഠികൾ!|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/10/kannur___ksrtc-ends-service-in-pazhayangadi-route-235139.txt|http://malayalam.oneindia.com/news/kannur/ksrtc-ends-service-in-pazhayangadi-route-235139.html|സർവീസ് ലാഭകരം: പഴയങ്ങാടി റൂട്ടില്‍ കെഎസ്ആര്‍ടിസി സര്‍വീസ് നിര്‍ത്തുന്നു, പ്രതിഷേധം....|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/india___fact-check-modi-s-beach-cleaning-this-is-not-the-truth-behind-spreading-photos-235120.txt|http://malayalam.oneindia.com/news/india/fact-check-modi-s-beach-cleaning-this-is-not-the-truth-behind-spreading-photos-235120.html|മോദിയുടെ മാലിന്യശേഖരണം നാടകമെന്ന് പ്രചരണം; ഉപയോഗിക്കുന്നത് സ്കോട്ലന്‍ഡിലേയും കോഴിക്കോടേയും ചിത്രം|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2019/10/kerala___koodathai-murder-jolly-has-duel-personality-says-police-235146.txt|http://malayalam.oneindia.com/news/kerala/koodathai-murder-jolly-has-duel-personality-says-police-235146.html|ജോളിക്ക് ഇരട്ട വ്യക്തിത്വം, കൊലകളിൽ കുറ്റബോധമില്ല, ജോളിയുടെ വിഷമം ഒരൊറ്റ കാര്യത്തിൽ മാത്രം!|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/10/kerala___police-raid-to-find-child-pornographers-12-arrested-in-kerala-235107.txt|http://malayalam.oneindia.com/news/kerala/police-raid-to-find-child-pornographers-12-arrested-in-kerala-235107.html|കുഞ്ഞുങ്ങളെ പോലും വിടാത്ത കാമ വെറിയൻമാർ; സംസ്ഥാനത്ത് 12 പേർ അറസ്റ്റിൽ!|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/10/kerala___kodiyeri-against-mullappally-ramachandran-235131.txt|http://malayalam.oneindia.com/news/kerala/kodiyeri-against-mullappally-ramachandran-235131.html|'പ്രതികളെക്കുറിച്ച് നേരത്തെ അറിയാമായിരുന്നെങ്കില്‍ എന്തുകൊണ്ട് മുല്ലപ്പള്ളി പൊലീസിനെ അറിയിച്ചില്ല'|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/09/feature___pala-by-election-results-cpm-is-the-real-beneficiary-234183.txt|http://malayalam.oneindia.com/feature/pala-by-election-results-cpm-is-the-real-beneficiary-234183.html|പാലായിൽ പടർന്ന ചുമപ്പ്!! മാണിസാറും രണ്ടിലയും ഇല്ലെങ്കിൽ പാലയിൽ പൂക്കുക 'ഗുൽമോഹർ'... ഇത് സിപിഎം വിജയം|വണ്‍ഇന്ത്യ,ഫീച്ചര്‍|
2019/10/kannur___satheeshan-pacheni-about-congress-leader-s-death-235137.txt|http://malayalam.oneindia.com/news/kannur/satheeshan-pacheni-about-congress-leader-s-death-235137.html|കോൺഗ്രസ് നേതാവിന്റെ മരണം ചികിത്സാപിഴവില്ലെന്ന് പോലീസ് റിപ്പോര്‍ട്ട്: അധികൃതരെ രക്ഷിക്കാനുള്ള നീക്കം|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/india___pm-modi-dares-opposition-to-declare-bringing-back-article-370-manifesto-235133.txt|http://malayalam.oneindia.com/news/india/pm-modi-dares-opposition-to-declare-bringing-back-article-370-manifesto-235133.html|പ്രതിപക്ഷ പാർട്ടികൾ ആർട്ടിക്കിൾ 370 തിരികെ കൊണ്ടുവരുമോ? എൻസിപിക്കും കോൺഗ്രസിനും മോദിയുടെ വിമർശനം!!!|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2019/10/india___former-rbi-governor-raghuram-rajan-warns-of-india-s-financial-situation-235163.txt|http://malayalam.oneindia.com/news/india/former-rbi-governor-raghuram-rajan-warns-of-india-s-financial-situation-235163.html|ഇന്ത്യന്‍ സമ്പദ്‌വ്യവസ്ഥയുടെ ആശങ്കാജനകമായ സ്ഥിതിയെക്കുറിച്ച് മുന്നറിയിപ്പ് നല്‍കി രഘുറാം രാജന്‍|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
2019/10/astrology___astrology-2018-love-prediction-194318.txt|http://malayalam.oneindia.com/astrology/astrology-2018-love-prediction-194318.html|ഒക്‌ടോബര്‍ മാസം നിങ്ങളുടെ പ്രണയജ്യോതിഷം എങ്ങനെയെന്ന് അറിയൂ...|വണ്‍ഇന്ത്യ,ജ്യോതിഷം|
2019/10/kannur___cracks-in-pappinissery-thavam-railway-over-bridge-235092.txt|http://malayalam.oneindia.com/news/kannur/cracks-in-pappinissery-thavam-railway-over-bridge-235092.html|കണ്ണൂരിലും പാലാരിവട്ടം: താവം പാലത്തിലെ കുഴികള്‍ ആരുമറിയാതെ അടയ്ക്കാന്‍ ശ്രമം|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/kerala___thomas-issac-s-facebook-post-regarding-reghu-ram-rajan-s-speech-235156.txt|http://malayalam.oneindia.com/news/kerala/thomas-issac-s-facebook-post-regarding-reghu-ram-rajan-s-speech-235156.html|'ഇരുണ്ട പാതയിലേയ്ക്ക് മോദി ഇന്ത്യയെ തള്ളിവിട്ടു;രഘുരാം രാജന്റെ പ്രസംഗം ചർച്ച ചെയ്യണമെന്ന് തോമസ് ഐസക്|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കേരളവാര്‍ത്ത|
2019/10/kannur___thushar-vellappally-against-pinarayi-vijayan-235093.txt|http://malayalam.oneindia.com/news/kannur/thushar-vellappally-against-pinarayi-vijayan-235093.html|പിണറായി സര്‍ക്കാരിന് ഉപതെരഞ്ഞെടുപ്പില്‍ തിരിച്ചടി നേരിടും: എൻഡിഎ കരുത്ത് കാട്ടുമെന്ന് തുഷാർ|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,കണ്ണൂര്‍|
2019/10/india___hal-employees-on-strike-over-wage-revision-from-monday-235164.txt|http://malayalam.oneindia.com/news/india/hal-employees-on-strike-over-wage-revision-from-monday-235164.html|വേതന പരിഷ്‌കരണത്തെച്ചൊല്ലി എച്ച്എഎല്‍ ജീവനക്കാര്‍ അനിശ്ചിതകാല പണിമുടക്കില്‍|വണ്‍ഇന്ത്യ,വാര്‍ത്ത,ഇന്ത്യ|
